미상원료,기존단가,기존원산지,추정공급사,신뢰도,단서종류,근거품목,근거출처,카탈로그원산지
모로오렌지,55000,폴란드,키오코리아,높음,프라임H&B 중개리스트,모로 오렌지쥬스( NFC ) (15 Brix),0.12월_프라임H&B 상품소개서(공유용).xlsx,이탈리아
모로오렌지,18000,이스라엘,키오코리아,높음,프라임H&B 중개리스트,모로 오렌지쥬스( NFC ) (15 Brix),0.12월_프라임H&B 상품소개서(공유용).xlsx,이탈리아
글루타치온(캐나다),450000,캐나다,키오코리아,높음,프라임H&B 중개리스트,L-글루타치온 (글루타치온 14%),0.12월_프라임H&B 상품소개서(공유용).xlsx,스위스
글루타치온(14%)(스위스),180000,스위스,키오코리아,높음,프라임H&B 중개리스트,L-글루타치온 (글루타치온 14%),0.12월_프라임H&B 상품소개서(공유용).xlsx,스위스
글루타치온,350000,인도,키오코리아,높음,프라임H&B 중개리스트,L-글루타치온 (글루타치온 14%),0.12월_프라임H&B 상품소개서(공유용).xlsx,스위스
글루타치온50%,380000,캐나다,키오코리아,높음,프라임H&B 중개리스트,L-글루타치온 (글루타치온 14%),0.12월_프라임H&B 상품소개서(공유용).xlsx,스위스
글루타치온50%,250000,인도,키오코리아,높음,프라임H&B 중개리스트,L-글루타치온 (글루타치온 14%),0.12월_프라임H&B 상품소개서(공유용).xlsx,스위스
아미노산혼합물BCAA INSTANT POWDER,25000,중국,진성교역상사,높음,거래처 카탈로그,BCAA INSTANT POWDER,진성교역상사&(주)콩코드상사 Product List_2024.pdf,중국산
결정셀룰로오스102,10000,,하이베이스,높음,거래처 카탈로그,결정셀룰로오스,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
프락토올리고당,8000,중국,지큐바이오,높음,거래처 카탈로그,과립형 프락토올리고당,지큐바이오_취급원료 리스트_ver0011.pdf,중국
알로에베라추출분말일반식품,57000,중국,하이베이스,보통,거래처 카탈로그,알로에베라추출분말(알로에전잎),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
동충하초(밀라타리스),55000,국산,바이오케어,보통,거래처 카탈로그,눈꽃동충하초,(주)바이오케어 식품원료리스트 .pdf,국산
차가버섯분말,30000,,바이오케어,보통,거래처 카탈로그,차가버섯,(주)바이오케어 식품원료리스트 .pdf,러시아
차전자피분말,17000,,바이오케어,보통,거래처 카탈로그,차전자피,(주)바이오케어 식품원료리스트 .pdf,인도
차전자피분말,22000,,바이오케어,보통,거래처 카탈로그,차전자피,(주)바이오케어 식품원료리스트 .pdf,인도
차전자피분말,9000,인도,바이오케어,보통,거래처 카탈로그,차전자피,(주)바이오케어 식품원료리스트 .pdf,인도
차전자피분말,16000,인도,바이오케어,보통,거래처 카탈로그,차전자피,(주)바이오케어 식품원료리스트 .pdf,인도
유산균사균체(구강용),150000,,바이텍,보통,거래처 카탈로그,열처리유산균사균체(30B),(주)바이텍 원료 리스트.pdf,
야채혼합분말(과일),84000,미국,하이베이스,보통,거래처 카탈로그,야채혼합,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
L-메티오닌,69000,중국,하이베이스,보통,거래처 카탈로그,메티오닌(L-Methinone),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
양태반,180000,호주,하이베이스,보통,거래처 카탈로그,태반(돼지/양/말),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
차전자피분말,17000,,하이베이스,보통,거래처 카탈로그,차전자피(분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,인도
차전자피분말,22000,,하이베이스,보통,거래처 카탈로그,차전자피(분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,인도
차전자피분말,9000,인도,하이베이스,보통,거래처 카탈로그,차전자피(분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,인도
차전자피분말,16000,인도,하이베이스,보통,거래처 카탈로그,차전자피(분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,인도
L-트레오닌,12000,중국,하이베이스,보통,거래처 카탈로그,트레오닌(L-Threonine),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
L-트립토판,30000,중국,하이베이스,보통,거래처 카탈로그,트립토판(L-Tryptophan),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
차전자피분말,17000,,바른에프피,보통,거래처 카탈로그,차전자피,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,인도
차전자피분말,22000,,바른에프피,보통,거래처 카탈로그,차전자피,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,인도
차전자피분말,9000,인도,바른에프피,보통,거래처 카탈로그,차전자피,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,인도
차전자피분말,16000,인도,바른에프피,보통,거래처 카탈로그,차전자피,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,인도
뮤코다당(철갑상어),190000,대만,바른에프피,보통,거래처 카탈로그,뮤코다당단백,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
헤마토코쿠스추출물,1450000,독일,바른에프피,보통,거래처 카탈로그,헤마토코쿠스(초임계),바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
밀크씨슬,98000,미국,바른에프피,보통,거래처 카탈로그,밀크씨슬분말,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
밀크씨슬,72000,중국,바른에프피,보통,거래처 카탈로그,밀크씨슬분말,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
밀크씨슬(유기농),390000,미국,바른에프피,보통,거래처 카탈로그,밀크씨슬분말,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
밀크씨슬(유기농),450000,스페인,바른에프피,보통,거래처 카탈로그,밀크씨슬분말,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
아르기닌,28000,국산,바른에프피,보통,거래처 카탈로그,L-아르기닌,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
메치오닌,20000,중국,바른에프피,보통,거래처 카탈로그,L-메치오닌,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
글루타민,16000,중국,바른에프피,보통,거래처 카탈로그,L-글루타민,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
L-시스테인,25000,,바른에프피,보통,거래처 카탈로그,L-시스테인염산염,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
두충추출분말고형분30%,40000,국산,올담식품,보통,거래처 카탈로그,두충추출분말,올담식품 리스트.xlsx,국산
와일드망고추출분말,34000,,올담식품,보통,거래처 카탈로그,망고추출분말,올담식품 리스트.xlsx,필린핀산
와일드망고추출분말,32000,미국,올담식품,보통,거래처 카탈로그,망고추출분말,올담식품 리스트.xlsx,필린핀산
벌나무농축액(산겨릅나무),40000,,해찬솔,보통,거래처 카탈로그,무농축액,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
두충추출분말고형분30%,40000,국산,해찬솔,보통,거래처 카탈로그,두충추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
와일드망고추출분말,34000,,해찬솔,보통,거래처 카탈로그,망고추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,필리핀산
와일드망고추출분말,32000,미국,해찬솔,보통,거래처 카탈로그,망고추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,필리핀산
HPMC,18000,,태왕물산,보통,거래처 카탈로그,HPMC-P,태왕물산 주식회사_식첨 품목.xlsx,국산
글루타민,16000,중국,태왕물산,보통,거래처 카탈로그,L-글루타민,태왕물산 주식회사_식첨 품목.xlsx,국산
오메가3(식물성)(알티지),79000,프랑스,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
오메가3(알티지)(동물성),21500,노르웨이,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
오메가3(알티지)(동물성),82000,노르웨이,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
오메가3(알티지)(동물성),160000,독일,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
오메가3(알티지)(동물성),90000,네덜란드,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
오메가3(정제어유분말),65000,독일,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
오메가3(정제유분말),46000,,태왕물산,보통,거래처 카탈로그,TG 오메가3,태왕물산 주식회사_식첨 품목.xlsx,노르웨이
건조효모,630000,미국,태왕물산,보통,거래처 카탈로그,맥주건조효모(Beer Yeast),태왕물산 주식회사_식첨 품목.xlsx,국내제조
건조효모,13500,에스토니아,태왕물산,보통,거래처 카탈로그,맥주건조효모(Beer Yeast),태왕물산 주식회사_식첨 품목.xlsx,국내제조
벌나무농축액(산겨릅나무),40000,,태왕물산,보통,거래처 카탈로그,무농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
보리분말,11000,,태왕물산,보통,거래처 카탈로그,새싹보리분말,태왕물산 주식회사_식첨 품목.xlsx,국내
차가버섯분말,30000,,태왕물산,보통,거래처 카탈로그,차가버섯,태왕물산 주식회사_식첨 품목.xlsx,핀란드
분리대두단백(ISP),7000,인도,태왕물산,보통,거래처 카탈로그,대두단백,태왕물산 주식회사_식첨 품목.xlsx,
뮤코다당(철갑상어),190000,대만,동일팜텍,보통,거래처 카탈로그,뮤코다당단백,동일팜텍 품목리스트_2024.pdf,중국
구연산나트륨,4500,중국,하이베이스,보통,거래처 카탈로그,구연산나트륨/칼륨,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
구연산나트륨,7000,오스트리아,하이베이스,보통,거래처 카탈로그,구연산나트륨/칼륨,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
딸기향,11000,,하이베이스,보통,거래처 카탈로그,딸기(농축액/맛/시럽),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
레드비트분말,26000,,하이베이스,보통,거래처 카탈로그,레드비트,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
사과향,45000,,하이베이스,보통,거래처 카탈로그,"사과(농축액,분말)",247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
분리유단백질(MPI),22000,프랑스,하이베이스,보통,거래처 카탈로그,유단백질,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
차가버섯분말,30000,,하이베이스,보통,거래처 카탈로그,차가버섯,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
타트체리분말,30000,터키,하이베이스,보통,거래처 카탈로그,타트체리,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루타민,16000,중국,진성교역상사,보통,거래처 카탈로그,L-글루타민,진성교역상사&(주)콩코드상사 Product List_2024.pdf,중국산
엘라스틴,380000,프랑스,DH솔루션,보통,프라임H&B 중개리스트,엘라스틴 분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,미국
엘라스틴,270000,미국,DH솔루션,보통,프라임H&B 중개리스트,엘라스틴 분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,미국
마리골드꽃추출물,140000,인도,건기,보통,프라임H&B 중개리스트,[건기] 마리골드 꽃 추출물 (루테인 20%),0.12월_프라임H&B 상품소개서(공유용).xlsx,인도
마리골드꽃추출물,130000,,건기,보통,프라임H&B 중개리스트,[건기] 마리골드 꽃 추출물 (루테인 20%),0.12월_프라임H&B 상품소개서(공유용).xlsx,인도
아르기닌,28000,국산,AI코리아,보통,프라임H&B 중개리스트,L-아르기닌,0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
L-시스테인,25000,,DH솔루션,보통,프라임H&B 중개리스트,L-시스테인염산염,0.12월_프라임H&B 상품소개서(공유용).xlsx,
그린프로폴리스,300000,,동일팜텍,보통,거래처 카탈로그,그린프로폴리스추출분말,동일팜텍 품목리스트_2024.pdf,브라질
세인트존스워트추출분말,220000,,하이베이스,보통,거래처 카탈로그,세인트존스워트,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
차즈기추출분말,16000,국산,프라임에이치앤비,보통,프라임H&B 중개리스트,프리미엄 차즈기추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
차즈기추출분말,18000,국산,프라임에이치앤비,보통,프라임H&B 중개리스트,프리미엄 차즈기추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
구기자추출분말,30000,,프라임에이치앤비,보통,프라임H&B 중개리스트,홍국 발효구기자 추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
구기자추출분말,35000,,프라임에이치앤비,보통,프라임H&B 중개리스트,홍국 발효구기자 추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
구기자추출분말,29700,,프라임에이치앤비,보통,프라임H&B 중개리스트,홍국 발효구기자 추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
포스파티딜세린70%,590000,인도,키오코리아,보통,프라임H&B 중개리스트,[건기] 포스파티딜세린,0.12월_프라임H&B 상품소개서(공유용).xlsx,미국
타트체리농축액,4800,터키,키오코리아,보통,프라임H&B 중개리스트,몽모랑시 타트체리농축액 (65 Brix / PH 2.9),0.12월_프라임H&B 상품소개서(공유용).xlsx,터키
타트체리농축액,6800,터키,키오코리아,보통,프라임H&B 중개리스트,몽모랑시 타트체리농축액 (65 Brix / PH 2.9),0.12월_프라임H&B 상품소개서(공유용).xlsx,터키
L-라이신,7500,중국,바른에프피,보통,거래처 카탈로그,L-라이신 염산염,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
아누카사과농축액,18000,이탈리아,올담식품,보통,거래처 카탈로그,사과농축액,올담식품 리스트.xlsx,국산
옥수수수염,42000,,올담식품,보통,거래처 카탈로그,옥수수수염농축액,올담식품 리스트.xlsx,국산
