미상원료,기존단가,기존원산지,추정공급사,신뢰도,단서종류,근거품목,근거출처,카탈로그원산지
우슬분말(쇠무릎),27500,,더비건,확실,프라임H&B 중개리스트,우슬분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,
효소처리스테비아,44000,,DH솔루션,확실,프라임H&B 중개리스트,효소처리스테비아,0.12월_프라임H&B 상품소개서(공유용).xlsx,
L-로이신,30000,중국,휴바테크,확실,프라임H&B 중개리스트,L-로이신,0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
귀리식이섬유,6000,독일,DH솔루션,확실,프라임H&B 중개리스트,귀리식이섬유,0.12월_프라임H&B 상품소개서(공유용).xlsx,벨기에
글루콘산 아연,29000,미국,DH솔루션,확실,프라임H&B 중개리스트,글루콘산아연,0.12월_프라임H&B 상품소개서(공유용).xlsx,미국
판토텐산칼슘,108000,영국,DH솔루션,확실,프라임H&B 중개리스트,판토텐산칼슘,0.12월_프라임H&B 상품소개서(공유용).xlsx,미국
건조효모,630000,미국,DH솔루션,확실,프라임H&B 중개리스트,건조효모(셀렌),0.12월_프라임H&B 상품소개서(공유용).xlsx,캐나다
건조효모,13500,에스토니아,DH솔루션,확실,프라임H&B 중개리스트,건조효모(셀렌),0.12월_프라임H&B 상품소개서(공유용).xlsx,캐나다
L-시스틴,43000,국산,DH솔루션,확실,프라임H&B 중개리스트,L-시스틴,0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
이산화규소,5500,,DH솔루션,확실,프라임H&B 중개리스트,이산화규소,0.12월_프라임H&B 상품소개서(공유용).xlsx,대만
무수구연산,3000,,DH솔루션,확실,프라임H&B 중개리스트,무수구연산,0.12월_프라임H&B 상품소개서(공유용).xlsx,
강황추출분말,28000,인도,해찬솔푸드,확실,프라임H&B 중개리스트,강황추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국산
강황추출분말,190000,인도,해찬솔푸드,확실,프라임H&B 중개리스트,강황추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국산
강황추출분말,195000,인도,해찬솔푸드,확실,프라임H&B 중개리스트,강황추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국산
강황추출분말,24000,인도,해찬솔푸드,확실,프라임H&B 중개리스트,강황추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국산
사과농축분말(풋),14000,,해찬솔푸드,확실,프라임H&B 중개리스트,사과농축분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,
사과농축분말(청),15000,,해찬솔푸드,확실,프라임H&B 중개리스트,사과농축분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,
정제포도당,1700,,DH솔루션,확실,프라임H&B 중개리스트,정제포도당,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
스테아린산 마그네슘,6000,,DH솔루션,확실,프라임H&B 중개리스트,스테아린산 마그네슘,0.12월_프라임H&B 상품소개서(공유용).xlsx,싱가포르
스테아린산 마그네슘,6100,,DH솔루션,확실,프라임H&B 중개리스트,스테아린산 마그네슘,0.12월_프라임H&B 상품소개서(공유용).xlsx,싱가포르
이소말트,5800,,DH솔루션,확실,프라임H&B 중개리스트,이소말트,0.12월_프라임H&B 상품소개서(공유용).xlsx,독일
난소화성 말토덱스트린,8000,국산,DH솔루션,확실,프라임H&B 중개리스트,난소화성말토덱스트린,0.12월_프라임H&B 상품소개서(공유용).xlsx,
아스파라거스추출분말,65000,페루/멕시코/호주,해찬솔,높음,거래처 카탈로그,아스파라거스추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,중국산
망고스틴농축분말,22000,,해찬솔,높음,거래처 카탈로그,망고스틴농축분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,베트남산
새싹보리추출분말,29000,국산,해찬솔,높음,거래처 카탈로그,새싹보리추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
발효홍삼농축액(6년근),250000,,BTC,높음,거래처 카탈로그,발효홍삼농축액B (발효 홍삼),(BTC) 취급원료 리스트.xlsx,BTC(국내산)
산수유추출분말',35000,,올담식품,높음,거래처 카탈로그,산수유추출분말,올담식품 리스트.xlsx,국산
타트체리농축액,4800,터키,해찬솔,높음,거래처 카탈로그,타트체리농축액H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,터키산
타트체리농축액,6800,터키,해찬솔,높음,거래처 카탈로그,타트체리농축액H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,터키산
단호박추출분말,15000,,해찬솔,높음,거래처 카탈로그,단호박추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
산수유추출분말',35000,,해찬솔,높음,거래처 카탈로그,산수유추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
오렌지농축분말,15000,,해찬솔,높음,거래처 카탈로그,오렌지농축분말L,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,스페인산
오렌지농축분말,18000,브라질,해찬솔,높음,거래처 카탈로그,오렌지농축분말L,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,스페인산
차즈기추출분말,16000,국산,해찬솔,높음,거래처 카탈로그,차즈기추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
차즈기추출분말,18000,국산,해찬솔,높음,거래처 카탈로그,차즈기추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
산수유추출분말',35000,,태왕물산,높음,거래처 카탈로그,산수유추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
차즈기추출분말,16000,국산,해찬솔푸드,높음,프라임H&B 중개리스트,차즈기추출분말H,0.12월_프라임H&B 상품소개서(공유용).xlsx,국내산
차즈기추출분말,18000,국산,해찬솔푸드,높음,프라임H&B 중개리스트,차즈기추출분말H,0.12월_프라임H&B 상품소개서(공유용).xlsx,국내산
리포좀비타민C,140000,폴란드,바른에프피,높음,거래처 카탈로그,리포좀 비타민,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
리포좀비타민C70%,147000,미국,바른에프피,높음,거래처 카탈로그,리포좀 비타민,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
당귀추출분말,24000,,올담식품,높음,거래처 카탈로그,참당귀추출분말,올담식품 리스트.xlsx,국산
청포도과즙분말,22000,미국,올담식품,높음,거래처 카탈로그,포도과즙분말,올담식품 리스트.xlsx,국산
강황추출분말,28000,인도,해찬솔,높음,거래처 카탈로그,강황추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
강황추출분말,190000,인도,해찬솔,높음,거래처 카탈로그,강황추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
강황추출분말,195000,인도,해찬솔,높음,거래처 카탈로그,강황추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
강황추출분말,24000,인도,해찬솔,높음,거래처 카탈로그,강황추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
백작약추출분말,20000,,해찬솔,높음,거래처 카탈로그,작약추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
청포도농축분말,15000,,조은푸드텍,높음,거래처 카탈로그,포도농축분말,조은푸드텍 제품리스트_230914.pdf,"칠레산, 국내산"
분리대두단백질,9000,미국,마음,높음,프라임H&B 중개리스트,분리대두단백 (ISP),0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
분리대두단백질,6300,인도,마음,높음,프라임H&B 중개리스트,분리대두단백 (ISP),0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
분리대두단백질,7500,싱가포르,마음,높음,프라임H&B 중개리스트,분리대두단백 (ISP),0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
분리대두단백질,9000,미국,에스엘바이오켐,높음,프라임H&B 중개리스트,분리대두단백 (ISP),0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
분리대두단백질,6300,인도,에스엘바이오켐,높음,프라임H&B 중개리스트,분리대두단백 (ISP),0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
분리대두단백질,7500,싱가포르,에스엘바이오켐,높음,프라임H&B 중개리스트,분리대두단백 (ISP),0.12월_프라임H&B 상품소개서(공유용).xlsx,중국
홍삼농축액,170000,,BTC,높음,거래처 카탈로그,홍삼농축액 8 (홍삼),(BTC) 취급원료 리스트.xlsx,BTC(국내산)
홍삼농축액(6년근),210000,,BTC,높음,거래처 카탈로그,홍삼농축액 8 (홍삼),(BTC) 취급원료 리스트.xlsx,BTC(국내산)
옥타코사놀,720000,독일,BTC,높음,거래처 카탈로그,옥타코사놀 알 (옥타코사놀 함유 유지),(BTC) 취급원료 리스트.xlsx,미국산
감태추출물,750000,,해찬솔,높음,거래처 카탈로그,감태추출물H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,제주산
레몬향분말,25000,,해찬솔,높음,거래처 카탈로그,레몬향분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,
난소화성 말토덱스트린,8000,국산,태왕물산,높음,거래처 카탈로그,난소화성말토덱스트린분말(fibersol-2),태왕물산 주식회사_식첨 품목.xlsx,국산
숙지황농축액,20000,중국,하이베이스,높음,거래처 카탈로그,지황(숙지황)농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
적포도농축액,6400,,하이베이스,높음,거래처 카탈로그,포도농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
사과농축액,4400,,조은푸드텍,높음,거래처 카탈로그,풋사과농축액(70),조은푸드텍 제품리스트_230914.pdf,칠레산
사과농축액,5700,,조은푸드텍,높음,거래처 카탈로그,풋사과농축액(70),조은푸드텍 제품리스트_230914.pdf,칠레산
글루타치온(L)효모추출물,160000,중국,프라임에이치앤비,높음,프라임H&B 중개리스트,L-글루타치온 효모추출물(L-글루타치온 98%),0.12월_프라임H&B 상품소개서(공유용).xlsx,인도
글루타치온(L)효모추출물,160000,중국,비카인,높음,프라임H&B 중개리스트,L-글루타치온 효모추출물(L-글루타치온 50%),0.12월_프라임H&B 상품소개서(공유용).xlsx,인도
글루타치온(L)효모추출물,160000,중국,(주)비카인,높음,프라임H&B 중개리스트,L-글루타치온 효모추출물 (순도 5%),0.12월_프라임H&B 상품소개서(공유용).xlsx,인도
콘드로이친(황산20%),83000,미국,엔바이오텍,높음,프라임H&B 중개리스트,콘드로이친Q,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
분리유단백질(MPI),22000,프랑스,제이씨월드,높음,프라임H&B 중개리스트,분리유단백 (MIP),0.12월_프라임H&B 상품소개서(공유용).xlsx,프랑스
블루베리주스농축액25,12000,,올담식품,높음,거래처 카탈로그,블루베리주스농축액,올담식품 리스트.xlsx,미국산
블루베리주스농축액25,12000,,해찬솔,높음,거래처 카탈로그,블루베리주스농축액,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,미국산
모로블러드오렌지농축액,9700,이탈리아,조은푸드텍,높음,거래처 카탈로그,블러드오렌지농축액(50),조은푸드텍 제품리스트_230914.pdf,이스라엘산
발효구기자추출분말,32000,국산,프라임에이치앤비,높음,프라임H&B 중개리스트,홍국 발효구기자 추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,-
야채혼합농축분말(20종),17000,,올담식품,높음,거래처 카탈로그,20 야채혼합농축분말,올담식품 리스트.xlsx,독일산
야채혼합농축분말(27종야채),23000,,올담식품,높음,거래처 카탈로그,20 야채혼합농축분말,올담식품 리스트.xlsx,독일산
야채혼합농축분말(20종),17000,,해찬솔,높음,거래처 카탈로그,20야채혼합농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,독일산
야채혼합농축분말(27종야채),23000,,해찬솔,높음,거래처 카탈로그,20야채혼합농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,독일산
비타민미네랄믹스Fs,108000,,태왕물산,높음,거래처 카탈로그,비타민미네랄믹스,태왕물산 주식회사_식첨 품목.xlsx,국내제조
비타민미네랄믹스Fs,30000,,태왕물산,높음,거래처 카탈로그,비타민미네랄믹스,태왕물산 주식회사_식첨 품목.xlsx,국내제조
크레아틴,34000,중국,하이베이스,높음,거래처 카탈로그,판크레아틴,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
엘라스틴,380000,프랑스,대덕약업,높음,거래처 카탈로그,말 엘라스틴,취급 품목 리스트(대덕약업).pdf,일본
엘라스틴,270000,미국,대덕약업,높음,거래처 카탈로그,말 엘라스틴,취급 품목 리스트(대덕약업).pdf,일본
홍삼농축액분말(4년근),310000,,BTC,높음,거래처 카탈로그,홍삼농축액분말 13 (홍삼),(BTC) 취급원료 리스트.xlsx,BTC(국내산)
홍삼농축액분말(6년근),330000,,BTC,높음,거래처 카탈로그,홍삼농축액분말 13 (홍삼),(BTC) 취급원료 리스트.xlsx,BTC(국내산)
L-아스파라긴분말,53000,중국,바른에프피,높음,거래처 카탈로그,L-아스파라긴,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
오르니틴염산염,150000,국산,바른에프피,높음,거래처 카탈로그,L-오르니틴염산염,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
오르니틴염산염,145000,국산,바른에프피,높음,거래처 카탈로그,L-오르니틴염산염,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
구아바잎추출물,60000,인도,올담식품,높음,거래처 카탈로그,구아바잎추출물분말,올담식품 리스트.xlsx,인도네시아산
복숭아추출분말,27000,,올담식품,높음,거래처 카탈로그,납작복숭아추출분말,올담식품 리스트.xlsx,스페인산
서양산사자추출분말,70000,이탈리아,올담식품,높음,거래처 카탈로그,산사자추출분말,올담식품 리스트.xlsx,국산
복숭아추출분말,27000,,해찬솔,높음,거래처 카탈로그,납작복숭아추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,스페인산
발효구기자추출분말,32000,국산,태왕물산,높음,거래처 카탈로그,구기자추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
가시오가피추출분말,30000,국산,태왕물산,높음,거래처 카탈로그,오가피추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
포스파티딜세린분말,660000,미국,동일팜텍,높음,거래처 카탈로그,포스파티딜세린,동일팜텍 품목리스트_2024.pdf,미국
포스파티딜세린분말,500000,인도,동일팜텍,높음,거래처 카탈로그,포스파티딜세린,동일팜텍 품목리스트_2024.pdf,미국
발효홍삼농축액(6년근),250000,,동일팜텍,높음,거래처 카탈로그,발효홍삼농축액분말,동일팜텍 품목리스트_2024.pdf,국산
발효구기자추출분말,32000,국산,조은푸드텍,높음,거래처 카탈로그,구기자추출분말,조은푸드텍 제품리스트_230914.pdf,국내산
포스파티딜세린분말,660000,미국,대덕약업,높음,거래처 카탈로그,포스파티딜세린,취급 품목 리스트(대덕약업).pdf,이스라엘
포스파티딜세린분말,500000,인도,대덕약업,높음,거래처 카탈로그,포스파티딜세린,취급 품목 리스트(대덕약업).pdf,이스라엘
구기자추출분말,30000,,해찬솔푸드,높음,프라임H&B 중개리스트,발효구기자추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국내산
구기자추출분말,35000,,해찬솔푸드,높음,프라임H&B 중개리스트,발효구기자추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국내산
구기자추출분말,29700,,해찬솔푸드,높음,프라임H&B 중개리스트,발효구기자추출분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,국내산
15곡곡류효소분말,60000,,DH솔루션,높음,프라임H&B 중개리스트,15곡곡류효소,0.12월_프라임H&B 상품소개서(공유용).xlsx,
15곡 곡류효소분말,60000,,DH솔루션,높음,프라임H&B 중개리스트,15곡곡류효소,0.12월_프라임H&B 상품소개서(공유용).xlsx,
테아닌,100000,중국,BTC,높음,거래처 카탈로그,테아닌 T (테아닌),(BTC) 취급원료 리스트.xlsx,중국산
가르시니아캄보지아,42000,인도,하이베이스,높음,거래처 카탈로그,가르시니아캄보지아추출물(분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,인도
가르시니아캄보지아,32000,인도,하이베이스,높음,거래처 카탈로그,가르시니아캄보지아추출물(분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,인도
야채혼합분말(과일),84000,미국,해찬솔,높음,거래처 카탈로그,과일야채혼합분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,혼용
홍차추출분말(얼그레이),16000,스리랑카,해찬솔,높음,거래처 카탈로그,우바홍차추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,스리랑카산
홍차추출분말(우바),45000,스리랑카,해찬솔,높음,거래처 카탈로그,우바홍차추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,스리랑카산
당귀추출분말,24000,,해찬솔,높음,거래처 카탈로그,참당귀추출분말H,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
공액리놀렌산분말,65000,,태왕물산,높음,거래처 카탈로그,공액리놀렌산 (CLA Tonalin TG80),태왕물산 주식회사_식첨 품목.xlsx,미국
공액리놀렌산오닐,55000,,태왕물산,높음,거래처 카탈로그,공액리놀렌산 (CLA Tonalin TG80),태왕물산 주식회사_식첨 품목.xlsx,미국
공액리놀렌산오일,45000,,태왕물산,높음,거래처 카탈로그,공액리놀렌산 (CLA Tonalin TG80),태왕물산 주식회사_식첨 품목.xlsx,미국
비타민C,7500,중국,하이베이스,높음,거래처 카탈로그,비타민(*별첨),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
비타민C(중성),70000,미국,하이베이스,높음,거래처 카탈로그,비타민(*별첨),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
비타민C(리포조말),150000,,하이베이스,높음,거래처 카탈로그,비타민(*별첨),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
비타민C(리포조말),170000,미국,하이베이스,높음,거래처 카탈로그,비타민(*별첨),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
비타민C,35000,,하이베이스,높음,거래처 카탈로그,비타민(*별첨),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
레몬 밤 추출물,150000,,비카인,높음,프라임H&B 중개리스트,레몬밤 추출물분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,폴란드
레몬밤추출물,150000,국산,비카인,높음,프라임H&B 중개리스트,레몬밤 추출물분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,폴란드
레몬밤추출물(일식원료),14000,중국,비카인,높음,프라임H&B 중개리스트,레몬밤 추출물분말,0.12월_프라임H&B 상품소개서(공유용).xlsx,폴란드
오렌지농축액,11000,미국,키오코리아,높음,프라임H&B 중개리스트,모로 오렌지 농축액 (65 Brix),0.12월_프라임H&B 상품소개서(공유용).xlsx,이탈리아
콜레우스포스콜리추출물,290000,인도,바른에프피,높음,거래처 카탈로그,콜레우스 포스콜리,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,인도
콜레우스포스콜리추출물(포슬린),300000,,바른에프피,높음,거래처 카탈로그,콜레우스 포스콜리,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,인도
과일야채혼합분말(유기농)12종,100000,미국,해찬솔,높음,거래처 카탈로그,과일야채혼합분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,혼용
유기농과일야채혼합분말,121000,,해찬솔,높음,거래처 카탈로그,과일야채혼합분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,혼용
브로콜리추출분말,19000,,대덕약업,높음,거래처 카탈로그,브로콜리추출분말 NMN,취급 품목 리스트(대덕약업).pdf,일본
사과초모식초분말,32000,,프라임에이치앤비,높음,프라임H&B 중개리스트,유기농 사과초모식초분말 (유기산 8% 함유),0.12월_프라임H&B 상품소개서(공유용).xlsx,영국
식물스테롤,65000,인도,BTC,높음,거래처 카탈로그,식물스테롤 분말 (식물스테롤),(BTC) 취급원료 리스트.xlsx,인도산
식물스테롤,75000,미국,BTC,높음,거래처 카탈로그,식물스테롤 분말 (식물스테롤),(BTC) 취급원료 리스트.xlsx,인도산
블루스피루리나(일반분말),180000,프랑스,하이베이스,높음,거래처 카탈로그,스피루리나(Spirulina:분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,미국
L-이소로이신,21000,중국,하이베이스,높음,거래처 카탈로그,이소로이신(L-Isoleucine),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
L-페닐알라닌,25000,중국,하이베이스,높음,거래처 카탈로그,페닐알라닌(L-Phenylalanine),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
그린프로폴리스,300000,,하이베이스,높음,거래처 카탈로그,프로폴리스(Propolis:분말),251-255쪽 3-2. 직수입원료 목록-1(하이베이스).xlsx,중국
프로폴리스,90000,호주,바른에프피,높음,거래처 카탈로그,그린프로폴리스,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,브라질
프로폴리스,420000,브라질,바른에프피,높음,거래처 카탈로그,그린프로폴리스,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,브라질
발효홍삼농축액(6년근),250000,,바른에프피,높음,거래처 카탈로그,홍삼농축액(4년근),바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,국산
홍삼농축액분말(4년근),310000,,바른에프피,높음,거래처 카탈로그,홍삼농축액(4년근),바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,국산
홍삼농축액분말(6년근),330000,,바른에프피,높음,거래처 카탈로그,홍삼농축액(4년근),바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,국산
인진쑥추출분말,32000,국산,올담식품,높음,거래처 카탈로그,쑥추출분말,올담식품 리스트.xlsx,국산
아카시아꿀,10000,,올담식품,높음,거래처 카탈로그,아카시아꿀분말,올담식품 리스트.xlsx,국산
작약추출물,250000,,올담식품,높음,거래처 카탈로그,작약추출물분말,올담식품 리스트.xlsx,국산
작약추출물,360000,,올담식품,높음,거래처 카탈로그,작약추출물분말,올담식품 리스트.xlsx,국산
인삼농축액분말(6년근),350000,,해찬솔,높음,거래처 카탈로그,인삼농축액(BRIX:20),해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
발효홍삼농축액(6년근),250000,,해찬솔,높음,거래처 카탈로그,홍삼농축액,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
홍삼농축액분말(4년근),310000,,해찬솔,높음,거래처 카탈로그,홍삼농축액,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
홍삼농축액분말(6년근),330000,,해찬솔,높음,거래처 카탈로그,홍삼농축액,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
인진쑥추출분말,32000,국산,해찬솔,높음,거래처 카탈로그,쑥추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
아카시아꿀,10000,,해찬솔,높음,거래처 카탈로그,아카시아꿀분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
녹차추출물분말,100000,인도,태왕물산,높음,거래처 카탈로그,녹차추출물,태왕물산 주식회사_식첨 품목.xlsx,중국
녹차추출물분말,80000,미국,태왕물산,높음,거래처 카탈로그,녹차추출물,태왕물산 주식회사_식첨 품목.xlsx,중국
녹차추출물분말,77000,중국,태왕물산,높음,거래처 카탈로그,녹차추출물,태왕물산 주식회사_식첨 품목.xlsx,중국
녹차추출물분말,26000,인도,태왕물산,높음,거래처 카탈로그,녹차추출물,태왕물산 주식회사_식첨 품목.xlsx,중국
녹차추출물분말,27000,국산,태왕물산,높음,거래처 카탈로그,녹차추출물,태왕물산 주식회사_식첨 품목.xlsx,중국
글루타치온(캐나다),450000,캐나다,동일팜텍,높음,거래처 카탈로그,효모글루타치온,동일팜텍 품목리스트_2024.pdf,중국
글루타치온(14%)(스위스),180000,스위스,동일팜텍,높음,거래처 카탈로그,효모글루타치온,동일팜텍 품목리스트_2024.pdf,중국
글루타치온,350000,인도,동일팜텍,높음,거래처 카탈로그,효모글루타치온,동일팜텍 품목리스트_2024.pdf,중국
글루타치온50%,380000,캐나다,동일팜텍,높음,거래처 카탈로그,효모글루타치온,동일팜텍 품목리스트_2024.pdf,중국
글루타치온50%,250000,인도,동일팜텍,높음,거래처 카탈로그,효모글루타치온,동일팜텍 품목리스트_2024.pdf,중국
대두레시틴분말,15000,인도,하이베이스,높음,거래처 카탈로그,대두레시틴(분말),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두레시틴액상,4600,미국,하이베이스,높음,거래처 카탈로그,대두레시틴(분말),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
발효홍삼농축액(6년근),250000,,하이베이스,높음,거래처 카탈로그,홍삼농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
밀크세라마이드,270000,뉴질랜드,하이베이스,높음,거래처 카탈로그,"세라마이드(우유,쌀,밀등)",247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
살균양배추분말,20000,국산,하이베이스,높음,거래처 카탈로그,양배추분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
살균양배추분말,19000,국산,하이베이스,높음,거래처 카탈로그,양배추분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
인삼농축액분말(6년근),350000,,하이베이스,높음,거래처 카탈로그,인삼농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
홍삼농축액분말(4년근),310000,,하이베이스,높음,거래처 카탈로그,홍삼농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
홍삼농축액분말(6년근),330000,,하이베이스,높음,거래처 카탈로그,홍삼농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
타트체리농축액,4800,터키,조은푸드텍,높음,거래처 카탈로그,체리농축액(68),조은푸드텍 제품리스트_230914.pdf,미국산
타트체리농축액,6800,터키,조은푸드텍,높음,거래처 카탈로그,체리농축액(68),조은푸드텍 제품리스트_230914.pdf,미국산
콘드로이친(황산20%),83000,미국,대덕약업,높음,거래처 카탈로그,P-콘드로이친(돼지 연골 유래),취급 품목 리스트(대덕약업).pdf,덴마크
대두레시틴분말,15000,인도,향림산업,높음,거래처 카탈로그,대두레시틴(분말),향림산업 전제품리스트.pdf,인도
대두레시틴액상,4600,미국,향림산업,높음,거래처 카탈로그,대두레시틴(분말),향림산업 전제품리스트.pdf,인도
녹차추출물분말,100000,인도,지큐바이오,높음,거래처 카탈로그,녹차 추출물,지큐바이오_취급원료 리스트_ver0011.pdf,인도
녹차추출물분말,80000,미국,지큐바이오,높음,거래처 카탈로그,녹차 추출물,지큐바이오_취급원료 리스트_ver0011.pdf,인도
녹차추출물분말,77000,중국,지큐바이오,높음,거래처 카탈로그,녹차 추출물,지큐바이오_취급원료 리스트_ver0011.pdf,인도
녹차추출물분말,26000,인도,지큐바이오,높음,거래처 카탈로그,녹차 추출물,지큐바이오_취급원료 리스트_ver0011.pdf,인도
녹차추출물분말,27000,국산,지큐바이오,높음,거래처 카탈로그,녹차 추출물,지큐바이오_취급원료 리스트_ver0011.pdf,인도
블루스피루리나(일반분말),180000,프랑스,지큐바이오,높음,거래처 카탈로그,스피루리나,지큐바이오_취급원료 리스트_ver0011.pdf,인도
모로오렌지,75000,폴란드,키오코리아,높음,프라임H&B 중개리스트,모로 오렌지쥬스( NFC ) (15 Brix),0.12월_프라임H&B 상품소개서(공유용).xlsx,이탈리아
모로오렌지,16000,이탈리아,키오코리아,높음,프라임H&B 중개리스트,모로 오렌지쥬스( NFC ) (15 Brix),0.12월_프라임H&B 상품소개서(공유용).xlsx,이탈리아
모로오렌지,15000,,키오코리아,높음,프라임H&B 중개리스트,모로 오렌지쥬스( NFC ) (15 Brix),0.12월_프라임H&B 상품소개서(공유용).xlsx,이탈리아
